Distance_Covered_km,Time_Taken_min,Time_of_Order,Riding_Time_min,Time_of_Delivery,Hour_of_Day,Order_Type,Weather,Traffic,Area_Type,Demand_Surge,Effort_Surcharge_INR,Tip_Amount,Festival_Day,Known_Fees
2.08,15,15:09,3,15:27,15,Regular,Clear,High,Suburban,1.15,0.0,5.0,Yes,70.48
3.84,24,13:45,7,14:16,13,Heavy,Cloudy,Jam,Urban,1.39,15.0,10.0,Yes,151.41
1.89,12,09:39,2,09:53,9,Regular,Clear,High,Urban,1.0,0.0,8.0,No,41.8
2.37,11,12:35,5,12:51,12,Regular,Clear,High,Suburban,1.15,0.0,0.0,No,46.41
5.19,22,18:35,4,19:01,18,Regular,Heavy Rain,Medium,Suburban,1.05,0.0,0.0,No,121.18
1.48,9,18:37,2,18:48,18,Fragile,Clear,Low,Urban,1.0,10.0,5.0,No,38.22
3.46,13,12:09,4,12:26,12,Regular,Cloudy,Low,Urban,1.02,0.0,0.0,No,59.12
2.52,13,15:17,3,15:33,15,Fragile,Clear,High,Urban,1.0,5.0,0.0,No,50.54
2.94,16,10:46,2,11:04,10,Regular,Cloudy,Medium,Urban,1.18,0.0,5.0,Yes,96.75
2.96,18,11:00,6,11:24,11,Regular,Clear,Jam,Suburban,1.0,0.0,0.0,No,53.74
2.48,17,06:41,5,07:03,6,Regular,Clear,Jam,Urban,1.18,0.0,5.0,Yes,79.56
1.98,9,21:56,5,22:10,21,Fragile,Clear,Low,Urban,1.19,5.0,0.0,No,48.58
5.69,15,11:54,3,12:12,11,Regular,Clear,Low,Suburban,1.0,0.0,8.0,No,80.75
1.04,13,11:17,2,11:32,11,Regular,Rain,Medium,Urban,1.08,0.0,5.0,No,41.67
1.52,18,12:30,4,12:52,12,Fragile,Rain,High,Suburban,1.44,5.0,0.0,No,88.63
3.43,14,09:54,2,10:10,9,Regular,Rain,Low,Suburban,1.04,0.0,0.0,No,81.68
2.45,10,18:48,2,19:00,18,Regular,Clear,Low,Urban,1.0,0.0,0.0,No,45.94
3.26,11,08:27,3,08:41,8,Regular,Clear,Low,Suburban,1.0,0.0,0.0,No,46.17
0.97,9,09:28,2,09:39,9,Regular,Cloudy,High,Urban,1.0,0.0,5.0,No,28.96
3.41,19,18:47,4,19:10,18,Fragile,Heavy Rain,Medium,Semi-Urban,1.03,10.0,0.0,No,104.61
1.23,11,13:36,5,13:52,13,Regular,Cloudy,High,Urban,1.09,0.0,5.0,No,41.28
2.81,16,19:10,5,19:31,19,Regular,Clear,High,Urban,1.12,0.0,5.0,No,64.2
6.26,21,17:57,3,18:21,17,Heavy,Rain,Medium,Suburban,1.08,10.0,0.0,No,130.1
4.45,17,12:54,3,13:14,12,Regular,Clear,High,Suburban,1.14,0.0,9.0,No,78.33
3.14,15,18:10,4,18:29,18,Fragile,Rain,Low,Semi-Urban,1.06,5.0,5.0,No,77.36
2.48,14,09:40,2,09:56,9,Regular,Heavy Rain,Low,Urban,1.12,0.0,7.0,No,77.85
2.99,15,17:39,3,17:57,17,Fragile,Heavy Rain,Low,Suburban,1.16,10.0,0.0,No,101.1
1.41,11,14:15,6,14:32,14,Fragile,Clear,Medium,Urban,1.06,10.0,0.0,No,47.08
1.46,11,12:03,3,12:17,12,Heavy,Clear,High,Semi-Urban,1.0,15.0,0.0,No,43.39
1.69,14,18:09,4,18:27,18,Heavy,Cloudy,High,Urban,1.0,10.0,10.0,No,57.18
2.02,13,21:33,7,21:53,21,Heavy,Clear,High,Urban,1.03,20.0,0.0,No,68.58
3.48,11,23:01,3,23:15,23,Heavy,Clear,Medium,Urban,1.0,10.0,0.0,No,65.71
1.72,9,18:03,3,18:15,18,Regular,Cloudy,Low,Urban,1.0,0.0,0.0,No,38.37
3.47,12,14:17,4,14:33,14,Regular,Clear,High,Urban,1.11,0.0,7.0,No,60.35
4.85,14,11:18,4,11:36,11,Fragile+Heavy,Clear,Medium,Urban,1.0,20.0,9.0,No,92.7
3.22,12,12:12,4,12:28,12,Heavy,Clear,Medium,Suburban,1.09,10.0,5.0,No,68.84
1.23,17,16:21,4,16:42,16,Regular,Heavy Rain,Medium,Urban,1.17,0.0,0.0,No,74.03
4.26,16,13:50,5,14:11,13,Regular,Rain,Medium,Urban,1.27,0.0,0.0,No,111.17
3.47,15,21:42,4,22:01,21,Heavy,Cloudy,High,Urban,1.15,20.0,0.0,No,103.64
4.17,20,13:25,8,13:53,13,Regular,Clear,Jam,Urban,1.07,0.0,5.0,No,79.06
2.49,11,13:49,6,14:06,13,Regular,Cloudy,Low,Urban,1.01,0.0,0.0,No,52.87
1.04,13,13:39,5,13:57,13,Fragile,Clear,Medium,Urban,1.28,5.0,5.0,Yes,59.78
2.33,9,20:02,6,20:17,20,Regular,Cloudy,Medium,Urban,1.17,0.0,0.0,No,50.7
1.33,9,18:39,2,18:50,18,Regular,Cloudy,Low,Urban,1.0,0.0,0.0,No,33.09
2.06,15,18:16,4,18:35,18,Heavy,Rain,High,Urban,1.15,10.0,0.0,No,77.02
2.13,14,13:18,6,13:38,13,Regular,Clear,Jam,Urban,1.12,0.0,0.0,No,45.89
2.06,13,20:05,6,20:24,20,Fragile+Heavy,Clear,High,Urban,1.15,20.0,0.0,No,76.26
1.99,10,07:32,4,07:46,7,Fragile+Heavy,Rain,Low,Suburban,1.15,20.0,5.0,No,75.15
3.22,16,21:40,6,22:02,21,Heavy,Rain,Medium,Suburban,1.47,10.0,0.0,No,116.35
1.24,9,16:02,2,16:13,16,Fragile+Heavy,Clear,Medium,Suburban,1.0,20.0,0.0,No,45.08
1.54,13,14:14,6,14:33,14,Regular,Clear,High,Suburban,1.01,0.0,5.0,No,36.49
2.86,11,16:38,3,16:52,16,Fragile,Clear,Low,Urban,1.0,5.0,5.0,No,50.44
2.43,9,18:16,3,18:28,18,Heavy,Clear,Low,Urban,1.0,10.0,0.0,No,47.58
1.65,13,02:27,4,02:44,2,Regular,Rain,Medium,Urban,1.08,0.0,0.0,No,47.16
2.75,18,21:49,5,22:12,21,Regular,Cloudy,High,Suburban,1.03,0.0,5.0,No,65.49
1.33,8,15:32,2,15:42,15,Fragile,Clear,Low,Semi-Urban,1.0,5.0,0.0,No,25.66
1.86,8,13:53,5,14:06,13,Fragile,Cloudy,Low,Urban,1.1,5.0,5.0,No,47.76
4.16,11,09:34,4,09:49,9,Heavy,Clear,Low,Semi-Urban,1.0,15.0,0.0,No,80.13
2.37,12,15:03,3,15:18,15,Fragile,Clear,High,Suburban,1.0,10.0,0.0,No,53.18
2.45,13,16:41,4,16:58,16,Fragile,Clear,Medium,Semi-Urban,1.01,5.0,5.0,Yes,70.23
2.76,15,14:56,6,15:17,14,Fragile,Clear,Jam,Urban,1.16,10.0,0.0,No,75.83
2.85,25,19:23,7,19:55,19,Regular,Rain,Jam,Suburban,1.27,0.0,5.0,No,108.69
3.13,11,14:23,7,14:41,14,Regular,Clear,Medium,Suburban,1.05,0.0,0.0,No,48.76
3.52,11,22:48,2,23:01,22,Heavy,Cloudy,Low,Semi-Urban,1.0,10.0,14.0,No,73.17
3.44,10,18:29,3,18:42,18,Regular,Cloudy,Low,Urban,1.0,0.0,0.0,No,54.56
2.47,28,20:09,6,20:43,20,Fragile+Heavy,Heavy Rain,Jam,Suburban,1.29,20.0,12.0,No,144.34
1.1,14,09:07,3,09:24,9,Heavy,Rain,High,Urban,1.16,15.0,0.0,No,72.06
1.73,11,14:30,5,14:46,14,Fragile,Rain,Medium,Urban,1.47,5.0,0.0,No,79.66
1.76,10,13:27,5,13:42,13,Fragile+Heavy,Clear,High,Urban,1.16,25.0,5.0,No,73.88
1.76,13,17:18,3,17:34,17,Fragile,Clear,High,Urban,1.0,5.0,5.0,No,45.32
1.56,15,21:39,8,22:02,21,Regular,Cloudy,Jam,Urban,1.15,0.0,9.0,No,54.46
2.57,12,08:45,4,09:01,8,Fragile,Clear,Medium,Urban,1.0,10.0,0.0,No,59.44
1.64,9,08:49,2,09:00,8,Regular,Clear,Medium,Urban,1.0,0.0,0.0,No,30.05
2.47,15,20:46,6,21:07,20,Regular,Clear,High,Urban,1.04,0.0,0.0,No,52.17
5.02,13,11:41,4,11:58,11,Regular,Clear,Low,Semi-Urban,1.0,0.0,0.0,No,70.49
2.36,13,18:01,2,18:16,18,Heavy,Cloudy,High,Urban,1.0,10.0,5.0,No,67.38
1.15,12,17:55,4,18:11,17,Regular,Cloudy,High,Urban,1.0,0.0,5.0,No,39.12
4.64,23,20:37,4,21:04,20,Regular,Cloudy,High,Semi-Urban,1.49,0.0,12.0,Yes,154.18
2.73,12,09:35,2,09:49,9,Regular,Clear,Medium,Urban,1.0,0.0,0.0,No,48.71
3.57,15,09:16,3,09:34,9,Regular,Clear,High,Suburban,1.0,0.0,0.0,No,68.24
1.89,12,17:23,4,17:39,17,Regular,Clear,High,Urban,1.0,0.0,0.0,No,36.07
3.05,19,22:09,2,22:30,22,Regular,Heavy Rain,High,Urban,1.07,0.0,0.0,No,90.03
4.06,17,14:47,5,15:09,14,Heavy,Clear,High,Suburban,1.07,20.0,9.0,No,101.91
1.36,9,13:56,5,14:10,13,Regular,Clear,Medium,Urban,1.09,0.0,5.0,No,31.68
4.01,14,18:34,4,18:52,18,Regular,Clear,Medium,Suburban,1.0,0.0,11.0,No,60.42
1.22,9,22:48,2,22:59,22,Regular,Clear,Medium,Urban,1.0,0.0,9.52,No,31.73
2.93,15,20:48,6,21:09,20,Fragile,Clear,High,Suburban,1.14,5.0,0.0,No,77.11
2.52,10,23:03,3,23:16,23,Heavy,Cloudy,Low,Urban,1.0,10.0,10.0,No,54.57
5.98,17,06:30,4,06:51,6,Fragile+Heavy,Clear,Medium,Suburban,1.0,30.0,0.0,No,127.41
4.79,19,09:46,2,10:07,9,Fragile,Clear,High,Suburban,1.0,5.0,0.0,No,77.39
2.89,11,18:58,2,19:11,18,Regular,Cloudy,Low,Suburban,1.0,0.0,0.0,No,59.18
1.7,13,20:27,6,20:46,20,Regular,Clear,High,Urban,1.03,0.0,5.0,No,41.26
3.87,17,12:42,5,13:04,12,Regular,Clear,High,Suburban,1.09,0.0,9.0,No,78.59
2.13,11,12:59,7,13:17,12,Fragile,Clear,Medium,Suburban,1.2,5.0,5.0,No,58.92
2.34,20,20:22,3,20:45,20,Regular,Rain,High,Urban,1.49,0.0,0.0,No,104.35
2.23,14,08:47,4,09:05,8,Fragile,Clear,Jam,Suburban,1.0,5.0,0.0,No,48.69
2.56,14,13:59,7,14:20,13,Regular,Clear,High,Suburban,1.19,0.0,0.0,No,68.88
1.82,12,16:47,3,17:02,16,Regular,Clear,Medium,Urban,1.16,0.0,0.0,Yes,69.12
0.99,12,17:20,4,17:36,17,Regular,Cloudy,High,Urban,1.0,0.0,0.0,No,33.71
1.38,9,19:12,5,19:26,19,Heavy,Cloudy,Medium,Suburban,1.15,15.0,0.0,No,64.12
3.07,10,13:22,6,13:38,13,Regular,Cloudy,Low,Suburban,1.08,0.0,0.0,No,61.31
3.04,16,18:41,4,19:01,18,Fragile,Cloudy,Low,Urban,1.04,5.0,0.0,Yes,88.76
2.1,10,18:27,4,18:41,18,Regular,Clear,Low,Urban,1.0,0.0,0.0,No,35.29
2.05,13,17:03,4,17:20,17,Regular,Rain,Low,Urban,1.0,0.0,7.0,No,52.73
3.24,13,18:19,4,18:36,18,Regular,Clear,Low,Urban,1.0,0.0,0.0,No,50.77
2.79,13,12:19,6,12:38,12,Regular,Clear,High,Urban,1.17,0.0,5.0,No,65.19
2.21,10,08:32,3,08:45,8,Regular,Cloudy,Low,Urban,1.0,0.0,8.0,No,52.42
2.56,10,09:51,4,10:05,9,Regular,Cloudy,Low,Urban,1.0,0.0,5.0,No,41.81
1.11,8,11:30,3,11:41,11,Regular,Clear,Medium,Urban,1.0,0.0,0.0,No,30.8
3.68,21,16:06,4,16:31,16,Heavy,Heavy Rain,High,Urban,1.17,15.0,0.0,No,114.31
1.87,11,20:17,4,20:32,20,Regular,Cloudy,Medium,Urban,1.15,0.0,5.0,No,52.16
3.24,12,19:34,6,19:52,19,Regular,Clear,Medium,Suburban,1.03,0.0,0.0,No,58.13
2.58,11,20:20,6,20:37,20,Fragile,Clear,Medium,Urban,1.08,10.0,7.0,No,54.31
4.12,14,13:52,3,14:09,13,Fragile,Clear,High,Suburban,1.12,10.0,0.0,No,88.74
2.96,18,14:16,4,14:38,14,Regular,Heavy Rain,Low,Urban,1.31,0.0,0.0,No,99.49
2.66,17,14:39,5,15:01,14,Fragile,Cloudy,High,Urban,1.23,10.0,0.0,Yes,102.77
4.99,13,10:54,2,11:09,10,Heavy,Cloudy,Low,Suburban,1.0,10.0,6.0,No,96.13
0.6,7,08:26,3,08:36,8,Regular,Cloudy,Low,Urban,1.0,0.0,5.0,No,23.21
3.56,15,18:11,2,18:28,18,Regular,Rain,Low,Suburban,1.18,0.0,0.0,No,87.32
4.68,14,23:52,4,00:10,23,Regular,Cloudy,Medium,Suburban,1.0,0.0,0.0,No,68.12
2.37,10,10:46,4,11:00,10,Regular,Clear,Low,Suburban,1.0,0.0,0.0,No,44.86
1.81,9,08:25,4,08:38,8,Fragile+Heavy,Cloudy,Medium,Urban,1.0,20.0,0.0,No,51.54
1.78,14,20:00,5,20:19,20,Regular,Cloudy,High,Urban,1.05,0.0,5.0,No,43.92
3.78,20,12:45,3,13:08,12,Regular,Heavy Rain,Low,Suburban,1.41,0.0,0.0,No,137.86
2.8,14,20:07,3,20:24,20,Fragile+Heavy,Cloudy,High,Urban,1.13,25.0,0.0,No,94.51
2.45,9,19:19,3,19:31,19,Fragile,Clear,Low,Urban,1.01,10.0,0.0,No,59.19
2.66,13,22:10,2,22:25,22,Fragile,Clear,High,Urban,1.0,10.0,17.0,No,57.74
4.91,18,14:33,6,14:57,14,Fragile,Clear,High,Semi-Urban,1.02,10.0,5.0,No,101.29
3.53,10,18:20,4,18:34,18,Fragile,Cloudy,Medium,Semi-Urban,1.0,5.0,0.0,No,69.89
3.64,16,15:36,4,15:56,15,Heavy,Clear,High,Suburban,1.0,15.0,0.0,No,85.06
3.01,21,18:59,6,19:26,18,Regular,Cloudy,Jam,Suburban,1.0,0.0,0.0,No,68.41
1.63,15,15:02,3,15:20,15,Regular,Rain,High,Urban,1.11,0.0,0.0,No,50.98
1.41,10,10:23,3,10:36,10,Regular,Clear,Low,Urban,1.19,0.0,5.0,Yes,66.57
1.97,8,16:09,2,16:19,16,Regular,Cloudy,Low,Urban,1.0,0.0,7.0,No,37.5
1.26,7,17:28,3,17:38,17,Regular,Clear,Low,Urban,1.0,0.0,0.0,No,24.98
2.21,12,20:35,5,20:52,20,Fragile,Clear,High,Urban,1.18,5.0,0.0,No,51.34
5.63,22,19:03,8,19:33,19,Regular,Clear,Jam,Semi-Urban,1.08,0.0,0.0,No,105.39
1.73,9,18:50,4,19:03,18,Regular,Cloudy,Low,Urban,1.0,0.0,0.0,No,41.61
1.17,15,09:21,2,09:38,9,Fragile,Heavy Rain,Medium,Urban,1.09,5.0,5.0,No,62.88
1.81,16,19:25,8,19:49,19,Fragile,Cloudy,Jam,Suburban,1.16,5.0,0.0,No,59.66
2.41,14,16:12,2,16:28,16,Heavy,Clear,High,Urban,1.0,10.0,6.0,No,55.02
3.33,17,21:35,3,21:55,21,Heavy,Clear,High,Semi-Urban,1.12,10.0,5.0,No,78.87
1.38,14,21:09,3,21:26,21,Fragile+Heavy,Cloudy,High,Urban,1.25,25.0,0.0,Yes,105.78
8.0,24,08:52,4,09:20,8,Fragile,Clear,Medium,Semi-Urban,1.18,5.0,0.0,Yes,159.55
2.35,21,20:17,5,20:43,20,Fragile,Cloudy,Jam,Suburban,1.25,5.0,0.0,Yes,95.16
1.76,11,07:25,2,07:38,7,Heavy,Clear,High,Suburban,1.0,20.0,5.0,No,57.47
1.55,9,13:21,4,13:34,13,Heavy,Clear,Low,Urban,1.04,10.0,0.0,No,47.11
2.54,17,17:25,3,17:45,17,Fragile,Clear,High,Urban,1.0,10.0,5.0,No,64.0
2.91,14,09:09,3,09:26,9,Regular,Cloudy,High,Suburban,1.0,0.0,0.0,No,56.73
5.62,18,19:23,5,19:46,19,Regular,Clear,High,Urban,1.16,0.0,8.0,No,105.1
2.69,14,01:16,3,01:33,1,Heavy,Clear,High,Suburban,1.0,10.0,0.0,No,60.53
3.19,14,10:26,2,10:42,10,Heavy,Clear,High,Semi-Urban,1.0,20.0,8.0,No,76.91
3.14,16,18:46,2,19:04,18,Heavy,Clear,High,Urban,1.0,15.0,0.0,No,77.32
1.38,20,19:43,7,20:10,19,Regular,Heavy Rain,Jam,Urban,1.47,0.0,0.0,No,97.52
3.05,12,21:00,6,21:18,21,Regular,Clear,Low,Urban,1.08,0.0,0.0,No,48.59
2.21,9,19:39,5,19:53,19,Regular,Clear,Low,Urban,1.17,0.0,0.0,No,49.15
0.99,11,18:06,4,18:21,18,Heavy,Clear,High,Urban,1.0,10.0,0.0,No,45.26
1.83,13,14:02,5,14:20,14,Heavy,Clear,High,Urban,1.19,15.0,0.0,No,63.62
1.22,17,00:42,6,01:05,0,Regular,Clear,Jam,Urban,1.18,0.0,0.0,Yes,73.09
2.9,10,09:44,2,09:56,9,Fragile,Clear,Low,Urban,1.0,10.0,0.0,No,56.99
7.27,27,17:41,4,18:12,17,Regular,Rain,High,Suburban,1.05,0.0,11.0,No,147.57
3.24,14,19:19,3,19:36,19,Regular,Clear,High,Urban,1.11,0.0,0.0,No,64.57
1.39,8,14:36,6,14:50,14,Regular,Cloudy,Medium,Urban,1.06,0.0,6.0,No,35.72
2.74,16,19:45,5,20:06,19,Heavy,Rain,Medium,Urban,1.43,10.0,6.0,No,109.98
2.96,15,17:31,4,17:50,17,Heavy,Rain,High,Urban,1.06,15.0,0.0,No,83.41
5.51,18,08:20,2,08:40,8,Regular,Clear,Medium,Suburban,1.0,0.0,0.0,No,75.04
2.05,19,10:21,4,10:44,10,Regular,Heavy Rain,High,Urban,1.18,0.0,5.0,No,84.37
6.43,21,20:23,6,20:50,20,Fragile,Cloudy,High,Semi-Urban,1.16,10.0,0.0,No,125.44
3.3,13,19:57,4,20:14,19,Regular,Clear,Medium,Suburban,1.12,0.0,0.0,No,63.76
4.2,23,21:57,5,22:25,21,Fragile+Heavy,Rain,Jam,Semi-Urban,1.4,20.0,0.0,No,143.8
2.79,17,09:41,3,10:01,9,Heavy,Clear,High,Urban,1.0,20.0,0.0,No,79.92
3.61,14,23:25,2,23:41,23,Regular,Clear,Low,Suburban,1.1,0.0,14.0,Yes,84.86
2.09,9,11:35,2,11:46,11,Regular,Cloudy,Low,Urban,1.0,0.0,5.0,No,32.81
2.3,9,02:58,4,03:11,2,Regular,Cloudy,Low,Suburban,1.0,0.0,5.0,No,44.13
3.1,15,23:59,2,00:16,23,Regular,Rain,Medium,Urban,1.07,0.0,0.0,No,76.88
1.57,15,12:14,5,12:34,12,Fragile,Rain,High,Urban,1.26,5.0,0.0,No,76.07
4.22,12,18:26,2,18:40,18,Regular,Clear,Low,Semi-Urban,1.0,0.0,0.0,No,68.53
7.17,24,10:52,3,11:19,10,Heavy,Clear,Jam,Semi-Urban,1.0,10.0,5.0,No,117.01
2.68,13,18:24,4,18:41,18,Fragile,Cloudy,Low,Suburban,1.0,10.0,5.0,No,59.64
0.89,8,21:39,4,21:51,21,Fragile+Heavy,Cloudy,Low,Urban,1.15,25.0,0.0,No,65.37
5.61,18,12:55,4,13:17,12,Regular,Clear,High,Semi-Urban,1.16,0.0,12.0,No,92.03
1.86,9,18:53,4,19:06,18,Heavy,Clear,Low,Suburban,1.0,15.0,5.0,No,46.81
3.18,13,10:20,3,10:36,10,Heavy,Clear,Medium,Semi-Urban,1.0,20.0,5.0,No,71.94
2.3,10,18:15,2,18:27,18,Regular,Cloudy,Low,Urban,1.0,0.0,0.0,No,49.66
1.22,13,13:48,5,14:06,13,Regular,Clear,Jam,Urban,1.02,0.0,0.0,No,35.84
3.3,12,11:09,4,11:25,11,Heavy,Clear,Medium,Urban,1.0,10.0,8.0,No,71.73
2.7,14,12:44,5,13:03,12,Regular,Clear,High,Semi-Urban,1.17,0.0,6.0,No,59.58
1.76,11,10:44,4,10:59,10,Regular,Clear,Medium,Urban,1.0,0.0,5.0,No,36.34
4.13,16,21:29,6,21:51,21,Heavy,Clear,High,Suburban,1.08,10.0,9.0,No,78.85
3.8,19,14:36,4,14:59,14,Regular,Rain,Medium,Urban,1.53,0.0,7.0,Yes,131.9
2.19,13,12:17,6,12:36,12,Regular,Cloudy,High,Urban,1.1,0.0,0.0,No,51.16
1.61,9,15:35,2,15:46,15,Fragile,Clear,Medium,Urban,1.0,5.0,0.0,No,42.95
2.31,13,12:58,4,13:15,12,Fragile,Rain,Low,Urban,1.33,5.0,0.0,No,78.27
3.89,16,19:29,7,19:52,19,Regular,Clear,High,Semi-Urban,1.09,0.0,0.0,No,65.23
1.41,7,22:29,4,22:40,22,Fragile,Cloudy,Low,Urban,1.0,5.0,11.71,No,39.04
2.26,14,15:07,6,15:27,15,Fragile,Clear,Jam,Urban,1.0,5.0,0.0,No,54.87
1.05,12,21:54,6,22:12,21,Fragile,Cloudy,High,Urban,1.05,10.0,5.0,No,46.26
2.73,10,17:14,2,17:26,17,Fragile,Clear,Low,Semi-Urban,1.0,10.0,5.0,No,55.45
2.6,10,10:57,2,11:09,10,Regular,Clear,Medium,Urban,1.0,0.0,0.0,No,50.4
1.38,10,19:48,5,20:03,19,Heavy,Cloudy,Low,Urban,1.23,10.0,5.0,Yes,71.14
1.81,16,16:09,2,16:27,16,Regular,Cloudy,Medium,Urban,1.09,0.0,6.0,Yes,73.43
4.49,13,18:57,4,19:14,18,Fragile+Heavy,Clear,Medium,Urban,1.0,20.0,5.0,No,81.03
3.68,17,21:37,6,22:00,21,Regular,Cloudy,Jam,Suburban,1.08,0.0,0.0,No,80.4
3.04,13,15:06,3,15:22,15,Regular,Clear,High,Urban,1.0,0.0,0.0,No,50.52
3.8,14,21:05,3,21:22,21,Regular,Cloudy,High,Suburban,1.01,0.0,0.0,No,74.85
4.01,19,19:12,5,19:36,19,Fragile,Cloudy,Medium,Semi-Urban,1.35,10.0,9.0,Yes,132.89
2.71,12,16:11,4,16:27,16,Regular,Clear,Low,Suburban,1.0,0.0,0.0,No,54.42
1.92,9,18:02,3,18:14,18,Fragile,Rain,Low,Urban,1.13,10.0,0.0,No,66.27
2.23,21,13:10,8,13:39,13,Heavy,Rain,Jam,Suburban,1.41,10.0,7.0,No,109.51
2.94,24,23:23,5,23:52,23,Regular,Heavy Rain,Jam,Suburban,1.08,0.0,0.0,No,93.29
4.01,14,18:34,3,18:51,18,Regular,Cloudy,Medium,Semi-Urban,1.0,0.0,9.0,No,73.65
2.35,13,07:14,2,07:29,7,Heavy,Cloudy,High,Urban,1.0,15.0,5.0,No,68.8
1.5,11,13:31,6,13:48,13,Regular,Rain,Low,Urban,1.45,0.0,0.0,No,68.47
1.67,12,18:32,3,18:47,18,Regular,Clear,Medium,Suburban,1.12,0.0,5.0,Yes,54.65
2.58,15,08:00,3,08:18,8,Regular,Rain,High,Suburban,1.02,0.0,10.0,No,63.2
1.84,14,06:19,4,06:37,6,Regular,Clear,High,Urban,1.12,0.0,5.0,Yes,63.9
3.35,11,15:04,2,15:17,15,Regular,Clear,Medium,Suburban,1.0,0.0,0.0,No,58.92
1.92,12,13:21,4,13:37,13,Fragile,Clear,High,Urban,1.18,5.0,0.0,No,58.17
7.9,21,15:07,2,15:30,15,Regular,Cloudy,Low,Semi-Urban,1.0,0.0,0.0,No,100.67
2.16,18,12:03,5,12:26,12,Heavy,Clear,High,Urban,1.28,15.0,7.0,Yes,101.27
2.14,9,10:49,2,11:00,10,Regular,Clear,Medium,Urban,1.0,0.0,5.0,No,41.03
2.75,21,19:23,7,19:51,19,Regular,Cloudy,Jam,Urban,1.29,0.0,13.0,Yes,111.65
3.04,10,16:32,2,16:44,16,Regular,Clear,Low,Urban,1.0,0.0,5.0,No,51.96
2.11,13,11:08,3,11:24,11,Fragile+Heavy,Rain,Medium,Urban,1.11,25.0,0.0,No,92.86
1.91,17,12:02,7,12:26,12,Regular,Clear,Jam,Suburban,1.17,0.0,0.0,No,47.47
2.04,9,18:23,2,18:34,18,Regular,Clear,Medium,Urban,1.0,0.0,5.0,No,37.61
1.41,15,08:35,2,08:52,8,Regular,Clear,High,Urban,1.12,0.0,5.0,Yes,72.14
2.78,9,09:53,4,10:06,9,Regular,Clear,Low,Suburban,1.0,0.0,0.0,No,43.78
2.54,16,08:05,4,08:25,8,Regular,Clear,Jam,Suburban,1.0,0.0,5.0,No,50.24
2.2,16,20:10,7,20:33,20,Regular,Clear,Jam,Urban,1.17,0.0,5.0,No,56.61
3.69,10,19:34,4,19:48,19,Regular,Clear,Medium,Semi-Urban,1.11,0.0,0.0,No,68.95
3.13,20,19:19,7,19:46,19,Fragile+Heavy,Rain,High,Suburban,1.5,25.0,0.0,Yes,180.99
4.86,13,19:51,6,20:10,19,Regular,Clear,Low,Urban,1.09,0.0,0.0,No,80.87
4.8,13,18:52,4,19:09,18,Heavy,Clear,Low,Urban,1.0,15.0,0.0,No,86.41
1.7,17,16:58,3,17:18,16,Regular,Clear,High,Suburban,1.16,0.0,0.0,Yes,76.39
1.76,11,18:18,2,18:31,18,Regular,Clear,High,Urban,1.0,0.0,5.0,No,35.48
2.33,17,07:34,5,07:56,7,Fragile+Heavy,Clear,Jam,Urban,1.0,20.0,0.0,No,71.37
1.64,12,18:31,4,18:47,18,Heavy,Clear,High,Suburban,1.0,10.0,0.0,No,50.36
1.41,13,20:13,7,20:33,20,Fragile,Clear,Jam,Urban,1.0,5.0,5.0,No,41.44
2.41,12,16:53,4,17:09,16,Fragile,Rain,Low,Urban,1.02,10.0,5.0,No,65.88
2.16,12,13:34,4,13:50,13,Fragile+Heavy,Rain,Low,Urban,1.39,20.0,0.0,No,109.11
2.6,11,12:41,4,12:56,12,Fragile,Cloudy,Medium,Urban,1.08,10.0,0.0,No,65.48
1.22,7,18:11,4,18:22,18,Regular,Clear,Low,Urban,1.0,0.0,5.0,No,26.22
3.05,20,19:11,5,19:36,19,Regular,Rain,High,Urban,1.23,0.0,6.0,No,93.23
2.05,13,21:43,4,22:00,21,Fragile,Cloudy,High,Suburban,1.11,10.0,5.0,No,69.23
1.46,13,13:38,6,13:57,13,Fragile,Cloudy,High,Urban,1.12,5.0,0.0,No,58.36
5.63,21,19:10,5,19:36,19,Fragile,Clear,Jam,Suburban,1.16,10.0,0.0,No,120.04
5.0,14,17:52,2,18:08,17,Regular,Cloudy,Medium,Suburban,1.0,0.0,0.0,No,79.65
3.86,19,21:41,4,22:04,21,Fragile+Heavy,Rain,High,Suburban,1.44,30.0,12.0,No,159.73
3.79,13,17:49,3,18:05,17,Fragile,Cloudy,Low,Suburban,1.0,5.0,0.0,No,70.4
1.17,8,16:24,2,16:34,16,Fragile,Cloudy,Low,Urban,1.0,10.0,5.0,No,44.44
2.06,11,17:21,3,17:35,17,Regular,Cloudy,Medium,Urban,1.0,0.0,5.0,No,42.74
2.25,15,19:12,4,19:31,19,Fragile+Heavy,Clear,High,Urban,1.08,20.0,7.0,No,73.25
4.6,18,22:37,3,22:58,22,Fragile,Rain,Medium,Urban,1.13,5.0,0.0,No,94.42
3.73,10,08:04,2,08:16,8,Fragile,Cloudy,Low,Urban,1.0,5.0,5.0,No,57.0
1.98,14,08:57,3,09:14,8,Fragile+Heavy,Rain,High,Urban,1.04,25.0,5.0,No,80.61
2.01,11,22:14,3,22:28,22,Heavy,Rain,Low,Suburban,1.05,15.0,0.0,No,67.46
1.51,7,17:35,4,17:46,17,Regular,Clear,Low,Urban,1.0,0.0,0.0,No,26.2
3.34,14,18:05,3,18:22,18,Fragile+Heavy,Clear,High,Suburban,1.0,20.0,0.0,No,78.29
